,EveR ∞ LastinG ∞ NighT,EveRLastinGNighT
,认真卖萌么么哒,认真卖萌么么哒
,Invisible Tears,Invisibleてぃあーず
,Close My Eyes,くろーずMyEyes
,白雪歌,しらゆきうた
,WEBデザイン,WEBでざいん
,For a Dead Girl+,ForaDeadがーる
,from G to M,fromGとぅめが
,WILDFIRE!!,わいるどふぁいあ
,爱神love song,爱神らぶそんぐ
,Promisiuni,Promisiuni
,The Little Witch,ざりとるうぃっち
,4U,ふぉーゆー
,Wet bluemoon,Wetbluemoon
,Melancholy Doll,MelancholyDoll
,Francium,ふらんしうむ
,罂粟花冠,罂粟かかん
,Time Has Come,たいむHasCome
,lapis lazuli,らぴすらずり
,erase or zero,eraseorぜろ
,sweet_So_sweet,すうぃーとSoすうぃーと
,"Echo'''"" ",Echo
,丝竹之弦,丝竹のつる
,心跳同步的时光,こころちょうどう步的时光
,LETTER,れたー
,VOCALAWSON desu.,VOCALAWSONですゆー
,Knife,Knife
,ECHO,えこー
,Falling,ふぉりんぐ
,"BABY, I miss you",BABYあいみすゆー
,Wonderful Pain,WonderfulPain
,La Audición,LaAudición
,Goodbye,Goodbye
,明日DISCO,あしたでぃすこ
,La triste tarde de Abril,LatristetardeでぃーいーAbril
,too Cute!,tooCute
,Cradle of Destiny,くれいどるofでぃすてぃにー
,So Labyrinthine,SoLabyrinthine
,Delusion<nowiki>|</nowiki>Spy,DelusionnowikinowikiSpy
,Leo,れお
,Various feelings,Variousfeelings
,Pigments,Pigments
,"Phone Addict'''"" ",PhoneAddict
,Y tus cosas en la puerta...,Ytuscosasいーえぬえるえーpuerta
,Mi sueño,えむあいすえにょ
,Maremagno,Maremagno
,Te odio mi Amor,TeodioみAmor
,"The Principles and Art of Ignorance and Suffering'''"" ",ざPrinciplesあんどArtofIgnoranceあんどSuffering
,Will You Die With Your Eyes Open?,うぃるゆうDieうぃずゆああいずOpen
,Arrow-ace,あろーace
,Amor PSiCóPaTa,AmorPSiCóPaTa
,Tu Eras,TuEras
,Triste Culpa,TristeCulpa
,"Sacrilegio, Suicidio",SacrilegioSuicidio
,"Tus Ojos, el Secreto",TusOjoselSecreto
,El mar y la tierra,Elめるyえるえーてぃえら
,Seditio,Seditio
,Song of Feels for you,SongofFeelsあなたのために
,Vamos a cantar otra vez,ばもすあーるcantarotraべず
,Soy tu Amor,SoytuAmor
,Affection,Affection
,Take My Soul,たけMyそうる
,Vulpecula et Anser,VulpeculaいーてぃーAnser
,Clouded Kindness,くらうどえどKindness
,Utopia (Super Miksu song),UtopiaSuperMiksusong
,La Reina De Mis Sentimientos,LaれいなでぃーいーMisSentimientos
,Descubrí,Descubrí
,Ganas de Vivir,GanasでぃーいーVivir
,Todo El Mundo Me Conoce,TodoElMundoみーConoce
,Aspirin,Aspirin
,Destruction of Insanity,DestructionofInsanity
,Break Out!,Breakあうと
,相見歡,あいみ歡
,The thought to tell,ざthoughtとぅtell
,Caged Flower,Cagedふらわー
,Метелица,Метелица
,Blanco &#38; Negro,ぶらんこNegro
,Gravedad del Amor,GravedadでるAmor
,A Banshee Named 42,ABansheeNamed
,"Fomalhault'''"" ",Fomalhault
,Soundless Existence And Translucent Bodies,SoundlessExistenceAndTranslucentぼでぃーず
,Abre tu mente.,Abretumente
,Salty Resonance,SaltyResonance
,la Luz del Éxito,えるえーLuzでるÉxito
,Happy Halloween,はっぴーはろうぃん
,La Espera,LaEspera
,Ballroom Breakdown,BallroomBreakdown
,Electronegative,Electronegative
,morning haze,morningへいず
,In My Head,いんまいへっど
,FLARE,ふれあー
,Maybe Not,MaybeNot
,18X,えっくす
,Pinocchio,Pinocchio
,Bad Guy,Badがい
,妄想恋曲,もうそうこいきょく
,blue tears,ぶるーてぃあーず
,Crazy ∞ nighT,くれいじーnighT
,Parades,Parades
,Fireworks,ふぁいやーわーくす
,Borderline,ぼーだーらいん
,22世纪摇滚王子,せい纪摇滚おうじ
,Twilight ∞ nighT,TwilightnighT
,NOISE,のいず
,GODDESS,GODDESS
,scythe weasel,scytheweasel
,相爱相杀,あい爱相杀
,Charming Kiss,しゃるむあいえぬじーきす
,Hope,Hope
,Be brave.,びーbrave
,海湾屠夫,うみわんほふおっと
,Connecting,こねくとあいえぬじー
,free,free
,각개전투,각개전투
,RE:SOUND,RESOUND
,"Show Me LOVE'''"" ",しょうみーいこーるらぶ
,COSMONAUTS,COSMONAUTS
,Pinwheel,ぴんほいーる
,SEE THE LIGHTS,SEETHEらいつ
,puzzle,ぱずる
,Project DIVA desu.,ぷろじぇくとでぃーばですゆー
,Stay with me,すていうぃずみー
,Pusse cafe,Pussecafe
,Around the World,Aroundざわーるど
,RING×RING×RING,RINGRINGRING
,Child's Garden,Childsがーでん
,ZIGG-ZAGG,ZIGGZAGG
,on the rocks,おんざろっくす
,Venus di Ujung Jari,ゔぃーなすでぃーあいUjungJari
,不对等恋爱,ふ对等こい爱
,Holography,Holography
,Cold Stone,ColdStone
,Sound Universe,Soundゆにばーす
,"""뜨거운 마음은♥사랑의 전력질주~!!""",뜨거운마음은はーと사랑의전력질주
,한 소년의 이야기,한소년의이야기
,Go Forward,ごーふぉわーど
,PASSIONAIRE,PASSIONAIRE
,INTERMISSION,INTERMISSION
,"Shine Star, Magnifique",しゃいんStarMagnifique
,Estamos Viviendo,EstamosViviendo
,Equation+**,Equation
,Gothic and Loneliness,GothicあんどLoneliness
,살아남아라 개복치!,살아남아라개복치
,Quiero un Dinosaurio,QuieroあんDinosaurio
,Reminice,Reminice
,anger,anger
,Ghost Sister,ごーすとしすたー
,c e n t i p e d e,cenとんipede
,frosted,frosted
,Symphony,Symphony
,A Clean House,AくりーんHouse
,Steady Journey,すてでぃーじゃーにー
,Chaos Theory,かおすせおりー
,SOLEDAD,SOLEDAD
,My Disbelief,MyDisbelief
,Critical Error,Criticalえらー
,HYBRID,HYBRID
,造梦器,みやつこ梦器
,desync,desync
,Black Sheep,ぶらっくしーぷ
,carry,carry
,1st affection,えすてぃaffection
,The Undertaker's Daughter,ざあんだーたけあーるずどーたー
,Murmurs of Time,Murmursofたいむ
,bye-bye,ばいばい
,Nine Tailed Tale,NineTailedTale
,Caitlin,Caitlin
,Dream With You,どりーむうぃずゆー
,F☺☺lish,Fえがおえがおりっしゅ
,살아가는 이유,살아가는이유
,Black Bird,ぶらっくばーど
,Burn,ばーん
,Why,ほわい
,SWALLOWTAIL ON THE SPIDER'z NET ,SWALLOWTAILおんTHESPIDERzえぬいーてぃー
,See u Tomorrow,Seeuとぅもろー
,Love it!,らびっと
,Full Throttle,Fullすろっとる
,Lollipop Factory,ろりぽっぷふぁくとりー
,Ladies First,Ladiesふぁーすと
,Paranoid Doll,ぱらのいどDoll
,单向苏醒,单向苏醒
,LOVE 'O CLOCK,いこーるらぶOCLOCK
,Sunday,さんでー
,PIANO*GIRL,ぴあのがーる
,Music Wizard of OZ,みゅーじっくうぃざーどofおず
,To My Friend,ToMyFriend
,Power,Power
,CONNECTION ~두 세계 사이에서~,こねくとあいおん두세계사이에서
,*one more kiss,わんもあきす
,Gravity=Reality,ぐらびてぃりありてぃ
,雊鹆,雊鹆
,Be My Boy,びーMyBoy
,Feel The Pain,ふぃーるざPain
,Prototype,ぷろとたいぷ
,BC,びーしー
,Scarlet M∞N,すかーれっとめがN
,From. SeeU,Fromしゆ
,Silent sky,Silentすかい
,아리랑,아리랑
,mist-attachment in dark-,みすとあたっちめんといんdark
,Pygmalion,ぴぐまりおん
,Pain Killer,Painきらー
,END WITH YOU,えんどうぃずゆー
,Forever and Ever,ふぉーえばーあんどEver
,MUGIC,MUGIC
,Chillyditty Of February,ChillydittyOfふぇぶらりー
,drop of regret,どろっぷofりぐれっと
,Take You Back,たけゆうBack
,Chocolate Chip Cookies,ChocolateちっぷちゅーんCookies
,Black Hole,ぶらっくほーる
,A Better Day,ABetterDay
,Could I Just,CouldIじゃすと
,Dreamer,Dreamer
,Music Box,みゅーじっくぼっくす
,Runaway,Runaway
,"'""'''「ω_н_ч」",おめがнч
,GALLOWS BELL,GALLOWSべる
,CLAP HIP CHERRY,しーえるえいぴーHIPちぇりー
,Those Fragments,ThoseFragments
,A Parallel,Aぱられる
,Reft Heart and Light,Reftはーとあんどらいと
,why,why
,My Little Lady,Myりとるれでぃ
,Heartscaping,Heartscaping
,Loops and Loops,LoopsあんどLoops
,Witches' Love,Witchesらぶ
,Other Side,OtherSide
,Te extrañare,Teextrañare
,시유에게☆맴매를,시유에게맴매를
,낙화,낙화
,Overwrite,Overwrite
,"""Episode.0""",Episode
,Sweet's Beast,すぅぃーとsびーすと
,쌍둥이 성좌,쌍둥이성좌
,This Grimm Reminder,ThisGrimmReminder
,피리부는소녀,피리부는소녀
,LIVEDRIVE,LIVEDRIVE
,梨花雨,りんかう
,언어의 노래,언어의노래
,Pretended Love,Pretendedらぶ
,RUN AWAY,らんあうぇい
,ATHENA,あてな
,Love and Death,らぶあんどDeath
,THUNDERSTORM,THUNDERSTORM
,DRAW A MELODY,DRAWAめろでぃー
,YOU WILL SEE.,ゆううぃるSEE
,Rosary Pale,RosaryPale
,바다의 노래,바다의노래
,moment notes,もーめんとnotes
,innovation,innovation
,Spooky Cookies,SpookyCookies
,Gerbera,がーべら
,Hetaira,Hetaira
,The Greatest Self Critic,ざぐれーといーえすてぃSelfCritic
,Bleeding Misery,BleedingMisery
,Condemned,Condemned
,귀접,귀접
,三原色 ,さんげんしょく
,Sick,Sick
,Caballa 1/2,Caballa
,Her,はー
,Notebook,Notebook
,HAYWIRE,HAYWIRE
,몽상뢰,몽상뢰
,소야곡,소야곡
,환상작용론,환상작용론
,기초상애론,기초상애론
,Chameleon Girls,かめれおんGirls
,위선의 과학,위선의과학
,魔法旋律,まほうせんりつ
,Marygold,まりーごーるど
,moonlit bear,moonlitbear
,10000광년 너머,광년너머
,우주 발명,우주발명
,boundary,boundary
,On You,Onゆう
,SET FREE,えすいーてぃーFREE
,Innocent hearts,Innocenthearts
,Falling Rain,ふぉりんぐれいん
,신호등,신호등
,Imitator,Imitator
,아카펠라카다브라,아카펠라카다브라
,1절이라도 좋아♡,절이라도좋아
,DANCE FLOOR,だんすFLOOR
,어떤 소녀의 노래,어떤소녀의노래
,홍시송,홍시송
,NOYB,NOYB
,"땅, 하늘 또 하나의 경계선",땅하늘또하나의경계선
,화살표 소녀의 유쾌한 인생,화살표소녀의유쾌한인생
,鳳凰,ほうおう
,러시안 룰렛,러시안룰렛
,I=Nightmare,INightmare
,No×6,No
,Dance Lessons,だんすLessons
,Glory 3usi9,ぐろーりーうし
,부재중,부재중
,베레타,베레타
,Luna Sea,るなSea
,Pure Love,Pureらぶ
,Bling Bling★Brighten Every Days,BlingBlingぶらいといーえぬEveryでいず
,東田曉雨,ひがしださとるう
,City of Sadness,CityofSadness
,Cassiopeia,Cassiopeia
,Turn Back Halfway,TurnBackHalfway
,You&I,ゆうI
,울지 몰라,울지몰라
,FortuneDiver,FortuneDiver
,석양이 바다가 되어,석양이바다가되어
,Liminales,Liminales
,Absolunote,Absolunote
,판도라의 상자,판도라의상자
,침,침
,세계에 홀로 남은 소녀,세계에홀로남은소녀
,Harshest Love,Harshestらぶ
,Hurtful Chain,HurtfulChain
,Vidas Simultáneas,VidasSimultáneas
,Book of Goodbyes -Brand New Day-,BookofGoodbyesぶらんにゅーDay
,New world,にゅーわーるど
,Shine for me,しゃいんふぉーみー
,Let me fly,Letみーふらい
,FATE,FATE
,Let The Music Speak,LetざみゅーじっくSpeak
,Coming Together,Comingとぅぎゃざー
,Dal Segno,DalSegno
,Mine,Mine
,사형,사형
,[Cube],きゅーぶ
,巴冷公主,ともえひやこうしゅ
,小小思念,しょうしょうしねん
,쉼표,쉼표
,Always,おーるうぇいず
,The Blue,ざぶるー
,눈 오는 날,눈오는날
,In the Rain,Inざれいん
,Escape,えすけーぷ
,Good Bye,Goodばい
,yellow lines,いえろーlines
,유격의 밤,유격의밤
,사랑의 씨앗,사랑의씨앗
,국회,국회
,Lalala.Refrain,Lalalaりふれいん
,Uninstall,Uninstall
,모닥불,모닥불
,RUN,らん
,별의 아이,별의아이
,梦想世界,梦想せかい
,反正不是亲生哒,はんただしふぜ亲生哒
,Go! 3 Moe,ごーもえ
,알에서 깨어나는 병아리를 위해,알에서깨어나는병아리를위해
,Memories,めもりーず
,Bright,ぶらいと
,怎麼辦,怎麼辦
,6AM,えーえむ
,CU Tomorrow,しーゆーとぅもろー
,자존심,자존심
,HappyX2 Birthday,HappyXばーすでい
,Signal Scream,しぐなるすくりーむ
,부농강도,부농강도
,와카노 the Busanloid,와카노ざBusanloid
,LINE OF FIRE,らいんOFふぁいあ
,고백,고백
,Regular,Regular
,STARDUST,STARDUST
,Korozashisakae's Mysterious Package,KorozashisakaesMysteriousPackage
,Color,からー
,crescendo,crescendo
,A Certain Night,ACertainNight
,Tender Moon,Tenderむーん
,C : DRIVE VOCALOID,CDRIVEVOCALOID
,love addiction,いこーるらぶあでぃくしょん
,Leviathan,りゔぁいあさん
,검의 눈물,검의눈물
,마늘송,마늘송
,Remember,Remember
,작은별 호시아메,작은별호시아메
,天空物语,てんくうぶつ语
,Rainy Day,RainyDay
,함정,함정
,종대,종대
,CRUSH DOWN,くらっしゅDOWN
,poetaster_and_singing_dolls_,ぽえていすたーあんどsingingどーるず
,光,ひかり
,Justice,Justice
,꿈의 날개,꿈의날개
,tete-a-tete,teteatete
,2GEO시 크리스마스,つーじーいーおー시크리스마스
,Crystalline,Crystalline
,Side S : 인계시뮬레이커,SideS인계시뮬레이커
,Side A : 스터프메이커,SideA스터프메이커
,꿈같은 이야기,꿈같은이야기
,Sympathy,Sympathy
,담초야행,담초야행
,in the rain,いんざれいん
,포트나이트시티,포트나이트시티
,하이브리드시티,하이브리드시티
,8월 30일,월일
,virgin suicides,virginsuicides
,수면제,수면제
,환상 메모리즈,환상메모리즈
,权御天下,权御てんか
,용사 찾기 대마왕,용사찾기대마왕
,Loving U,LovingU
,노래인형,노래인형
,그래 안녕,그래안녕
,Think the Future,Thinkざふゅーちゃー
,Mellow Yellow,めろーいえろー
,AFTER BURNER,AFTERばーなー
,사랑 모두,사랑모두
,「Crystal Dragon's Melody」,CrystalDragonsめろでぃ
,slump,slump
,So much loving you★,Somuchlovingゆう
,点妆谣,てん妆谣
,참회,참회
,새벽의 제국,새벽의제국
,본격 시유 튕기는 노래,본격시유튕기는노래
,본격 시유 공부하는 노래,본격시유공부하는노래
,voice,ゔぉいす
,"태초의 노래, 노래의 종말",태초의노래노래의종말
,EXIST,EXIST
,Bullet,ばれっと
,Diamond Venus,だいあもんどゔぃーなす
,쾌진격,쾌진격
,兄/妹控即是正☆义!,あにいもうとひかえそくぜせい义
,叹江湖 ,叹こうこ
,Lifeline,らいふらいん
,Crushed,くらっしゅえど
,어름구름,어름구름
,새벽의 여신,새벽의여신
,Parallel Lines,ぱられるLines
,Poe,Poe
,Last Stop,らすとStop
,WANDERER,WANDERER
,Graveyard Mutt,GraveyardMutt
,Light Comes My Way,らいとかむずMyWay
,Blindness,Blindness
,iDOLLA,iDOLLA
,Glow,Glow
,Doll,Doll
,θ : Theta,しーたTheta
,Cosmic Discretization,CosmicDiscretization
,crack,crack
,fix,fix
,하이텐션,하이텐션
,동토,동토
,"Walk Together'''"" ",Walkとぅぎゃざー
,★HOPSTEPA★,HOPSTEPA
,Innocent Love,Innocentらぶ
,break;down,breakdown
,홀로서는 나는 초라하지 않아,홀로서는나는초라하지않아
,我要买买买,がよう买买买
,月之旅,つきのたび
,Re;BIRTH,Reばーす
,Proof,ぷるーふ
,Boku-Boku .β,BokuBokuべーた
,NEL,NEL
,Treasure,とれじゃー
,La Llorona,LaLlorona
,女表口力口,じょおもてぐちりょくぐち
,Mute,みゅーと
,普通DISCO,ふつうでぃすこ
,Don't Go,Dontごー
,Drown,Drown
,Knock-Lock-out,KnockLockあうと
,"Snow Fairy Story""",Snowふぇありーすとーりー
,例行异常行为准则,れいくだり异つねゆき为准则
," Guilty Rose '''"" ",ぎるてぃろーず
,美麗氣象,びれい氣象
,전화받아,전화받아
,"Rafflesia'''"" ",らふれずぃあ
,세상 끝에서,세상끝에서
,Soleil,それいゆ
,Vivid Toxin,びびっどToxin
,I HATE YOU,IHATEゆう
,Only your Idol,おんりーゆーrIdol
,星屑碎片,ほしくず碎片
,Pumpkin Spice Dummy,PumpkinSpiceDummy
,CHASER,CHASER
,Fairy Forest,Fairyふぉれすと
,미소녀 연예 리얼리티,미소녀연예리얼리티
,造神,みやつこしん
,雨巷,あめちまた
,miRage,miRage
,Honey2,Honey
,踮起腳尖,踮起腳尖
,转发就会有好运陆续来,转发つくかいありよし运陆续来
,枯干的画笔,枯干てきが笔
,Crow and Fox,くろうあんどFox
,Unforgiven,Unforgiven
,所谓自由,ところ谓じゆう
,tig-hug,tigはぐ
,Mr. Wonder,Mrわんだーこーぽれーしょん
,Lovely Star,LovelyStar
,Behind My Daisy,BehindMyでいじー
,vividest,vividest
,愛的物語,あいてきものがたり
,In Your Dark,InYourDark
,洛氏功夫娘,らくしいさおむすめ
,女孩你为何踮脚尖,じょ孩你为何踮脚とが
,Forest Child,ふぉれすとChild
,Critical Values,CriticalValues
,against the world,あげいんすとざわーるど
,Maypole Tree,めいぽーるTree
,The Flower Girl,ざふらわーがーる
,Song of Amergin,SongofAmergin
,Downtown Drifter,DowntownDrifter
,Crow,くろう
,Dryad,Dryad
,In The Scary Ocean,InざScaryOcean
,Lost In Thought',ろすとInThought
,Super Bonus Points,SuperBonusPoints
,Digital Dream,でじたるどりーむ
,Sunshine,Sunshine
,陰陽先生,いんようせんせい
,Desire,Desire
,In Verbatim,Inばーべいたむ
,Realm Beyond,Realmびよんど
,Aberration,Aberration
,link Up!,りんくUp
,今天没吃药,こんてんぼつども药
,"歪脑筋,好学生",いびつ脑筋こうがくせい
,Carry on,Carryおん
,U Belong to Me,UBelongとぅみー
,Everlasting Love,えゔぁーらすてぃんぐらぶ
,Press That Accelerator,PressThatAccelerator
,Entrust,Entrust
,혼돈과 파괴의 발렌타인 데이,혼돈과파괴의발렌타인데이
,暗影島,あんえいとう
,Happy Rainy Day,はっぴーRainyDay
,Six Greetings,SixGreetings
,Night of the Magic,Nightofざまじっく
,Chocolat,しょこら
,Only Time,おんりーたいむ
,Wishing on a Star,WishingおんあーるStar
,Dreams Betray You,Dreamsびとれいゆう
,Deep Peace,でぃーぷぴーす
,Falling Apart,ふぉりんぐApart
,僵尸舞,僵尸まい
,Showroom Dummy,ShowroomDummy
,Break the Mirror,Breakざみらー
,RiGGED DiCE,RiGGEDDiCE
,The Hope,ざHope
,NIGHTMARE,ないとめあ
,Miraculous Encounter,Miraculousいんかうんたー
,You Are The Reason,ゆうAreりーずん
,LoveDroid,LoveDroid
,Time After Time,たいむAfterたいむ
,Don't Don't,DontDont
,The Perfumer's Perfect Fumes,ざぱふゅーむあーるずPerfectFumes
,Oliver's Lullaby,おりーゔあーるずLullaby
,"""Information Superhighway""",InformationSuperhighway
,ITA-BASAMI,ITABASAMI
,죽어도 못 보내 Remix,죽어도못보내りみっくす
,Cruz de Navajas,くるすでぃーいーNavajas
,Ni una Sola Palabra,NiゆうなSolaPalabra
,Garota de Ipanema,がろたでぃーいーIpanema
,SNOW PHANTOM,すのうPHANTOM
,Crystalline,Crystalline
,Electro★Trip,Electroとりっぷ
,Replica,Replica
,星雨之夜,ほしうのよる
,Dearest One,Dearestわん
,Twinkle World,とぅいんくるわーるど
,Title,Title
,Título,Título
,標題,ひょうだい
,타이틀,타이틀
,標題,ひょうだい
,Títlo,Títlo
,Titre,Titre
,Carry Me Off,きゃりーみーOff
,Haunted,Haunted
,Rainy Trail,RainyTrail
,faded light,fadedらいと
,Without Wings,Withoutういんぐす
,Scenery,Scenery
,Sonika Says,SonikaSays
,The Lion Sleeps Tonight,ざらいおんSleepsTonight
,99 Red Balloons,らうんどえどばるーんず
,专属权,专属权
,SHOOT ON TOKYO!,SHOOTおんとうきょう
,雨落如注,あまおち如注
,Diving Through Stars,DivingThroughすたーず
,sip??,しっぷ
,in a cage,いんaけいじ
,I'm Going Home,ImGoingほーむ
,The Endless Love,ざえんどれすらぶ
,天朝从众效应,てんちょう从众つとむ应
,White Letter,ほわいとれたー
,Shout for Life,Shoutふぉーらいふ
,KEEP×OUT!,KEEPOUT
,a sweet typhoon,aすうぃーとtyphoon
,Toy Box,Toyぼっくす
,Slowly sky,すろうりーすかい
,Love Love Nightmare,らぶらぶNightmare
,「Ib」-forever-,いゔふぉーえばー
,Song For You,Songあなたのために
,齐德隆咚呛,齐德たかし咚呛
,Crocodile Tears,くろこだいるてぃあーず
,Two Hearts,TwoHearts
,七秒之恋,ななびょうのこい
,Satisfaction,Satisfaction
,东京不太热,东京ふふとし热
,Tendrils Of Tenebrae,TendrilsOfTenebrae
,七十億分之一的代替品,ななじゅうおくふんのいちてきだいたいひん
,洛天鱼之歌,らくてん鱼之か
,BadBye,BadBye
,Gravity,ぐらびてぃ
,Il pleure dans mon cœur,Ilpleuredansmoncœur
,Quad,Quad
,accel.,accel
,月白色倒影的少女,つきしろしょくとうえいてきしょうじょ
,No te detengas,Noてdetengas
,Snow-White and Black-Ashes,SnowほわいとあんどぶらっくAshes
,Drifting Apart,DriftingApart
,中华烛火娘,ちゅう华烛ひむすめ
,B Who I Want 2 B,BWhoIWantB
,Alone,Alone
,Put Down,PutDown
,One Last Kiss,わんらすときす
,One By One,わんByわん
,Go On,ごーおん
,So What,SoWhat
,Grow,Grow
,操戈天下,みさおほこてんか
,中华粘土娘,ちゅう华ねんどむすめ
,Scarlet Drop,すかーれっとDrop
,First Time,ふぁーすとたいむ
,Calendar,Calendar
,Tiny PaRadisE,TinyPaRadisE
,bpm,びーぴーえむ
,a lot of mini car are driving in my brain.,alotofみにかーあれdrivingいんまいbrain
,孤高光棍歌,こたかみつ棍歌
,神经病之歌,かみ经病のうた
,INTERSTELL∆R,INTERSTELLR
,MONSTERS IN ME,もんすたーずいんME
,Dysmorphiac,Dysmorphiac
,蔷薇革命,蔷薇かくめい
,Who'd You Be Today,Whodゆうびーとぅでい
,Ice Lilly Pad,あいすりりぃPad
,I Smile,Iすまいる
,Dreaming in Meijo Line,どりーむあいえぬじーいんMeijoらいん
,Hero,ひーろー
,The B♥chy Idol,ざBはーとchyIdol
,头发的特技,头发てきとくぎ
,蓝翔快书,蓝翔かい书
,Subject of the Witch Hunt,SubjectofざうぃっちHunt
,If I Were Real,IfIWereれある
,Schwarzer Regen,しゅゔぁるついーあーるRegen
,汝之神,なんじのかみ
,The Boy With No Eyes,ざBoyうぃずNoEyes
,The Botanist,ざBotanist
,I Built A Spaceship,あいびーuiltASpaceship
,winner loser,ういなーloser
,Prelude to Midnight,ぷれりゅーどとぅみっどないと
,Through The Looking Glass,ThroughざるっくあいえぬじーGlass
,The Owl Dreams Of Night,ざOwlDreamsOfNight
,So I'm scared,SoImscared
,Remains,Remains
,Happyland,Happyland
,Can I go to the city of God?,Canあいごーとぅざしてぃofごっど
,I Don't Care,IDontCare
,I Fall,IFall
,Trains and Tickets,TrainsあんどTickets
,7h50,h
,My Name Is Oliver,MyNameあいずおりばー
,Haunted Night,HauntedNight
,The Peace Inside,ざぴーすInside
,I'll Go With You,あいるごーうぃずゆー
,Witches' Eye,WitchesEye
,To Kill A Sun,ToKillAさん
,MKB,MKB
,我的世界,がてきせかい
,怪物大暴走,かいぶつだいぼうそう
,Killer's Waltz,きらーsWaltz
,Clear Sight,くりあSight
,jewel,じゅえる
,Dark Candy,Darkきゃんでぃ
,与吃货恋爱的唯一方法?!,あずかども货恋爱的ゆいいつほうほう
,长夜雨,长夜う
,回忆里,かい忆里
,病态的我,やまい态的が
,夜祭,よまつり
,雨后,あめきさき
,Dragoon,Dragoon
,一梦千朝,いち梦千あさ
,呓语红尘,呓语红尘
,桥驿听雨落,桥驿听あまおち
,天使夢,てんしゆめ
,陨星,陨星
,你能否听见,你能いな听见
,蒲公英之路,ほこうひでゆきろ
,梦语,梦语
,至爱·Ecstasy,いたり爱Ecstasy
,藍色書箋,あいいろしょ箋
,Flowering,ふらわーあいえぬじー
,宿命论,しゅくめい论
,班长与女王,はん长与じょおう
,PAON,PAON
,REVOLVER,りぼるばー
,IN THE SILENCE,いんTHESILENCE
,『TEARS』,てぃあーず
,『I for you』,Iあなたのために
,MOMOIRO♡DEMPA,MOMOIRODEMPA
,华心彩,华心いろどり
,Scene zero,しーんぜろ
,SETSUNA,SETSUNA
,Let'sStart,れっつすたーと
,Shooting Star Prologue,ShootingStarぷろろぐうえ
,Pushing Daisies,ぷっしゅあいえぬじーDaisies
,Lavender Tone,LavenderTone
,狼王梦,おおかみおう梦
,Seattle物语 II,Seattleぶつ语II
,Torschlusspanik,Torschlusspanik
,八辈子,はち辈子
,Drifting,Drifting
,The New ERA,ざにゅーいーら
,巴洛克,ともえらくかつ
,dokidoki绫,dokidoki绫
,Dreamlander,どりーむらんどいーあーる
,拉美西斯,拉美にし斯
,Inlight,Inlight
,東京サマーセッション,とうきょうさまーせっしょん
,Hands,Hands
,都市怪盜與鄉村偵探,としかい盜與鄉村偵探
,魔法厨娘,まほうくりやむすめ
,Fly Away,ふらいAway
,欺骗师,欺骗师
,Forgotten Girl,Forgottenがーる
,Magical Sound Shower,まじっくあるSoundShower
,囚系循环,しゅうけいめぐる环
,Poison (Thanks for Nothing),ぽわぞんさんくすふぉーなっしんぐ
,莫名的呕吐感,ばくめいてき呕吐かん
,- IT IS -,あいてぃーいず
,Silent Snow,さいれんとすのー
,to irritation,とぅirritation
,废墟之蝶,废墟のちょう
,Always Be ^o^,おーるうぇいずびーえがお
,Adam,あだむ
,SHaDoW PeoPLe,SHaDoWPeoPLe
,GODdess of glutTONS,GODdessofglutTONS
,葬歌,ほうむうた
,Box,ぼっくす
,phantasMuse,phantasMuse
,The Playground,ざPlayground
,韶音赋,韶音赋
,EXpres,EXpres
,无尽深渊Darkness,无尽ふか渊だーくねす
,Someone,Someone
,Smile For Me,すまいるForみー
,偶像梦工厂,ぐうぞう梦工厂
,圈圈点点圈圈点点圈圈点点?,圈圈てんてん圈圈てんてん圈圈てんてん
,下一站。與你,しもいち站あたえ你
,轮盘,轮盘
,Trémail Cpt.2 思念尘埃,TrémailCptしねん尘埃
,Hand in Hand,HandいんHand
,ɐᴉsɐʇuɐℲ ǝslɐℲ,ɐᴉsɐʇuɐℲǝslɐℲ
,Kaleidoscope Haze,かれいどすこーぷHaze
,梦之森,梦之もり
,焉有曲,焉有きょく
,無名之夢,むめいのゆめ
,WITHOUT END,うぃずあうとえんど
,Be Your Own Hero,びーYourOwnひーろー
,染殇,そめ殇
,PLASTIC GARDEN,ぷらすてぃっくがーでん
,A dark illusion,Adarkillusion
,Forever Forlorn,ふぉーえばーForlorn
,"Goth Moth, Brudder, and the Cries of the Woodwind-Legged Folk",GothMothBrudderあんどざCriesofざWoodwindLeggedFolk
,Y̺̼͖ͨ̊o͙̤̒ͮ̃̇ṵ̼̱͇̈̉ͯͯ͆͒̍n̠̞͖̰ͨͬ͗g̲̩ͯ͆̀͗ͮ ̖ͦ̂A̟b̃̓̾͐i̻g͓͙̺͈̤̒ͫͧͣͬa̾ͭͬ͑̊i̗̬͕̻̬ͮ͋ͮ̅l̝͔̒',YoṵngAbigail
,轮回的克鲁赛德,轮回てきかつ鲁赛めぐむ
,You're My Star,ゆうreMyStar
,"Spanish: ""'''Yo sueño",Spanishよーすえにょ
,White Day,ほわいとDay
,"Spanish: ""'''VUELA",SpanishVUELA
,Unresolved,Unresolved
,Permulaan Baru,PermulaanBaru
,Live Your Life,らいぶYourらいふ
,Deride,でぃらいど
,"Silence,fear",さいれんすふぃあー
,Story of Doubt,Storyofだうと
,D!sappear,Dsappear
,Awake,あうぇいく
